tipo_alojamiento,year,num_establecim,num_plazas,Isla
   (TI) TURISMO DE INTERIOR,2017,25.0,337.0,Menorca
   (AG) AGROTURISMO,2016,22.0,336.0,Menorca
   (AP) APARTAMENTOS TURÍSTICOS,2016,206.0,20402.0,Menorca
   (CH) CASA DE HUÉSPEDES,2016,2.0,39.0,Menorca
   (CT) CAMPING TURÍSTICO,2016,2.0,1039.0,Menorca
   (CV) CIUDAD DE VACACIONES,2016,1.0,816.0,Menorca
   (F) FONDA,2016,1.0,7.0,Menorca
   (H) HOTEL,2016,51.0,14548.0,Menorca
   (HA) HOTEL APARTAMENTO,2016,30.0,10459.0,Menorca
   (HO) HOSPEDERÍA,2016,0.0,0.0,Menorca
   (HR) HOTEL RURAL,2016,6.0,202.0,Menorca
   (HRE) HOTEL RESIDENCIA,2016,2.0,569.0,Menorca
   (HS) HOSTAL,2016,9.0,351.0,Menorca
   (HSR) HOSTAL RESIDENCIA,2016,14.0,567.0,Menorca
   (PE) PENSIÓN,2016,0.0,0.0,Menorca
   (RA) RESIDENCIA APARTAMENTO,2016,2.0,1183.0,Menorca
   (TI) TURISMO DE INTERIOR,2016,13.0,218.0,Menorca
   (AG) AGROTURISMO,2015,24.0,355.0,Menorca
   (AP) APARTAMENTOS TURÍSTICOS,2015,206.0,20330.0,Menorca
   (CH) CASA DE HUÉSPEDES,2015,2.0,39.0,Menorca
   (CT) CAMPING TURÍSTICO,2015,2.0,1039.0,Menorca
   (CV) CIUDAD DE VACACIONES,2015,1.0,816.0,Menorca
   (F) FONDA,2015,1.0,7.0,Menorca
   (H) HOTEL,2015,48.0,13239.0,Menorca
   (HA) HOTEL APARTAMENTO,2015,30.0,10774.0,Menorca
   (HO) HOSPEDERÍA,2015,0.0,0.0,Menorca
   (HR) HOTEL RURAL,2015,6.0,202.0,Menorca
   (HRE) HOTEL RESIDENCIA,2015,1.0,140.0,Menorca
   (HS) HOSTAL,2015,9.0,350.0,Menorca
   (HSR) HOSTAL RESIDENCIA,2015,14.0,567.0,Menorca
   (PE) PENSIÓN,2015,0.0,0.0,Menorca
   (RA) RESIDENCIA APARTAMENTO,2015,3.0,1612.0,Menorca
   (TI) TURISMO DE INTERIOR,2015,12.0,186.0,Menorca
   (AG) AGROTURISMO,2014,21.0,285.0,Menorca
   (AP) APARTAMENTOS TURÍSTICOS,2014,204.0,19548.0,Menorca
   (CH) CASA DE HUÉSPEDES,2014,2.0,39.0,Menorca
   (CT) CAMPING TURÍSTICO,2014,2.0,1039.0,Menorca
   (CV) CIUDAD DE VACACIONES,2014,1.0,816.0,Menorca
   (F) FONDA,2014,1.0,7.0,Menorca
   (H) HOTEL,2014,50.0,13552.0,Menorca
   (HA) HOTEL APARTAMENTO,2014,36.0,10794.0,Menorca
   (HO) HOSPEDERÍA,2014,0.0,0.0,Menorca
   (HR) HOTEL RURAL,2014,6.0,199.0,Menorca
   (HRE) HOTEL RESIDENCIA,2014,1.0,140.0,Menorca
   (HS) HOSTAL,2014,9.0,375.0,Menorca
   (HSR) HOSTAL RESIDENCIA,2014,13.0,495.0,Menorca
   (PE) PENSIÓN,2014,0.0,0.0,Menorca
   (RA) RESIDENCIA APARTAMENTO,2014,3.0,1612.0,Menorca
   (TI) TURISMO DE INTERIOR,2014,8.0,168.0,Menorca
   (AG) AGROTURISMO,2013,17.0,241.0,Menorca
   (AP) APARTAMENTOS TURÍSTICOS,2013,207.0,20298.0,Menorca
   (CH) CASA DE HUÉSPEDES,2013,2.0,39.0,Menorca
   (CT) CAMPING TURÍSTICO,2013,2.0,1039.0,Menorca
   (CV) CIUDAD DE VACACIONES,2013,1.0,816.0,Menorca
   (F) FONDA,2013,1.0,7.0,Menorca
   (H) HOTEL,2013,50.0,14433.0,Menorca
   (HA) HOTEL APARTAMENTO,2013,30.0,10180.0,Menorca
   (HO) HOSPEDERÍA,2013,0.0,0.0,Menorca
   (HR) HOTEL RURAL,2013,6.0,199.0,Menorca
   (HRE) HOTEL RESIDENCIA,2013,1.0,140.0,Menorca
   (HS) HOSTAL,2013,11.0,443.0,Menorca
   (HSR) HOSTAL RESIDENCIA,2013,15.0,591.0,Menorca
   (PE) PENSIÓN,2013,0.0,0.0,Menorca
   (RA) RESIDENCIA APARTAMENTO,2013,2.0,1245.0,Menorca
   (TI) TURISMO DE INTERIOR,2013,7.0,98.0,Menorca
   (AG) AGROTURISMO,2012,14.0,179.0,Menorca
   (AP) APARTAMENTOS TURÍSTICOS,2012,207.0,20298.0,Menorca
   (CH) CASA DE HUÉSPEDES,2012,3.0,53.0,Menorca
   (CT) CAMPING TURÍSTICO,2012,2.0,1039.0,Menorca
   (CV) CIUDAD DE VACACIONES,2012,1.0,816.0,Menorca
   (F) FONDA,2012,1.0,7.0,Menorca
   (H) HOTEL,2012,47.0,13904.0,Menorca
   (HA) HOTEL APARTAMENTO,2012,30.0,10180.0,Menorca
   (HO) HOSPEDERÍA,2012,0.0,0.0,Menorca
   (HR) HOTEL RURAL,2012,6.0,199.0,Menorca
   (HRE) HOTEL RESIDENCIA,2012,3.0,302.0,Menorca
   (HS) HOSTAL,2012,11.0,443.0,Menorca
   (HSR) HOSTAL RESIDENCIA,2012,15.0,591.0,Menorca
   (PE) PENSIÓN,2012,0.0,0.0,Menorca
   (RA) RESIDENCIA APARTAMENTO,2012,3.0,1612.0,Menorca
   (TI) TURISMO DE INTERIOR,2012,5.0,72.0,Menorca
   (AG) AGROTURISMO,2011,11.0,128.0,Menorca
   (AP) APARTAMENTOS TURÍSTICOS,2011,218.0,20631.0,Menorca
   (CH) CASA DE HUÉSPEDES,2011,3.0,53.0,Menorca
   (CT) CAMPING TURÍSTICO,2011,2.0,1039.0,Menorca
   (CV) CIUDAD DE VACACIONES,2011,1.0,816.0,Menorca
   (F) FONDA,2011,2.0,22.0,Menorca
   (H) HOTEL,2011,45.0,13477.0,Menorca
   (HA) HOTEL APARTAMENTO,2011,28.0,10162.0,Menorca
   (HO) HOSPEDERÍA,2011,,,Menorca
   (HR) HOTEL RURAL,2011,4.0,121.0,Menorca
   (HRE) HOTEL RESIDENCIA,2011,4.0,331.0,Menorca
   (HS) HOSTAL,2011,12.0,517.0,Menorca
   (HSR) HOSTAL RESIDENCIA,2011,13.0,451.0,Menorca
   (PE) PENSIÓN,2011,0.0,0.0,Menorca
   (RA) RESIDENCIA APARTAMENTO,2011,6.0,1760.0,Menorca
   (TI) TURISMO DE INTERIOR,2011,5.0,72.0,Menorca
   (AG) AGROTURISMO,2010,11.0,120.0,Menorca
   (AP) APARTAMENTOS TURÍSTICOS,2010,218.0,20631.0,Menorca
   (CH) CASA DE HUÉSPEDES,2010,4.0,63.0,Menorca
   (CT) CAMPING TURÍSTICO,2010,2.0,1039.0,Menorca
   (CV) CIUDAD DE VACACIONES,2010,1.0,816.0,Menorca
   (F) FONDA,2010,2.0,22.0,Menorca
   (H) HOTEL,2010,45.0,13477.0,Menorca
   (HA) HOTEL APARTAMENTO,2010,29.0,10340.0,Menorca
   (HO) HOSPEDERÍA,2010,,,Menorca
   (HR) HOTEL RURAL,2010,4.0,119.0,Menorca
   (HRE) HOTEL RESIDENCIA,2010,4.0,331.0,Menorca
   (HS) HOSTAL,2010,11.0,443.0,Menorca
   (HSR) HOSTAL RESIDENCIA,2010,15.0,591.0,Menorca
   (PE) PENSIÓN,2010,0.0,0.0,Menorca
   (RA) RESIDENCIA APARTAMENTO,2010,4.0,1684.0,Menorca
   (TI) TURISMO DE INTERIOR,2010,3.0,44.0,Menorca
   (AG) AGROTURISMO,2009,11.0,120.0,Menorca
   (AP) APARTAMENTOS TURÍSTICOS,2009,222.0,21101.0,Menorca
   (CH) CASA DE HUÉSPEDES,2009,5.0,77.0,Menorca
   (CT) CAMPING TURÍSTICO,2009,2.0,1039.0,Menorca
   (CV) CIUDAD DE VACACIONES,2009,1.0,816.0,Menorca
   (F) FONDA,2009,2.0,22.0,Menorca
   (H) HOTEL,2009,45.0,13477.0,Menorca
   (HA) HOTEL APARTAMENTO,2009,28.0,9942.0,Menorca
   (HO) HOSPEDERÍA,2009,,,Menorca
   (HR) HOTEL RURAL,2009,4.0,119.0,Menorca
   (HRE) HOTEL RESIDENCIA,2009,4.0,331.0,Menorca
   (HS) HOSTAL,2009,11.0,443.0,Menorca
   (HSR) HOSTAL RESIDENCIA,2009,16.0,611.0,Menorca
   (PE) PENSIÓN,2009,0.0,0.0,Menorca
   (RA) RESIDENCIA APARTAMENTO,2009,4.0,1684.0,Menorca
   (TI) TURISMO DE INTERIOR,2009,3.0,44.0,Menorca
   (AG) AGROTURISMO,2008,11.0,120.0,Menorca
   (AP) APARTAMENTOS TURÍSTICOS,2008,222.0,20939.0,Menorca
   (CH) CASA DE HUÉSPEDES,2008,4.0,67.0,Menorca
   (CT) CAMPING TURÍSTICO,2008,2.0,1039.0,Menorca
   (CV) CIUDAD DE VACACIONES,2008,1.0,816.0,Menorca
   (F) FONDA,2008,2.0,22.0,Menorca
   (H) HOTEL,2008,45.0,13799.0,Menorca
   (HA) HOTEL APARTAMENTO,2008,28.0,9942.0,Menorca
   (HO) HOSPEDERÍA,2008,,,Menorca
   (HR) HOTEL RURAL,2008,4.0,119.0,Menorca
   (HRE) HOTEL RESIDENCIA,2008,4.0,331.0,Menorca
   (HS) HOSTAL,2008,11.0,443.0,Menorca
   (HSR) HOSTAL RESIDENCIA,2008,16.0,611.0,Menorca
   (PE) PENSIÓN,2008,0.0,0.0,Menorca
   (RA) RESIDENCIA APARTAMENTO,2008,4.0,1684.0,Menorca
   (TI) TURISMO DE INTERIOR,2008,3.0,44.0,Menorca
   (AG) AGROTURISMO,2020,31.0,542.0,Ibiza
   (AP) APARTAMENTOS TURÍSTICOS,2020,231.0,21270.0,Ibiza
   (CH) CASA DE HUÉSPEDES,2020,25.0,466.0,Ibiza
   (CT) CAMPING TURÍSTICO,2020,5.0,1598.0,Ibiza
   (CV) CIUDAD DE VACACIONES,2020,5.0,2953.0,Ibiza
   (F) FONDA,2020,3.0,89.0,Ibiza
   (H) HOTEL,2020,111.0,36717.0,Ibiza
   (HA) HOTEL APARTAMENTO,2020,27.0,7119.0,Ibiza
   (HO) HOSPEDERÍA,2020,0.0,0.0,Ibiza
   (HR) HOTEL RURAL,2020,7.0,183.0,Ibiza
   (HRE) HOTEL RESIDENCIA,2020,16.0,2158.0,Ibiza
   (HS) HOSTAL,2020,23.0,1079.0,Ibiza
   (HSR) HOSTAL RESIDENCIA,2020,59.0,3477.0,Ibiza
   (PE) PENSIÓN,2020,0.0,0.0,Ibiza
   (RA) RESIDENCIA APARTAMENTO,2020,2.0,104.0,Ibiza
   (TI) TURISMO DE INTERIOR,2020,3.0,30.0,Ibiza
   (AG) AGROTURISMO,2019,31.0,542.0,Ibiza
   (AP) APARTAMENTOS TURÍSTICOS,2019,227.0,21038.0,Ibiza
   (CH) CASA DE HUÉSPEDES,2019,25.0,466.0,Ibiza
   (CT) CAMPING TURÍSTICO,2019,5.0,1598.0,Ibiza
   (CV) CIUDAD DE VACACIONES,2019,5.0,2953.0,Ibiza
   (F) FONDA,2019,3.0,89.0,Ibiza
   (H) HOTEL,2019,113.0,38042.0,Ibiza
   (HA) HOTEL APARTAMENTO,2019,27.0,7132.0,Ibiza
   (HO) HOSPEDERÍA,2019,0.0,0.0,Ibiza
   (HR) HOTEL RURAL,2019,7.0,183.0,Ibiza
   (HRE) HOTEL RESIDENCIA,2019,16.0,2158.0,Ibiza
   (HS) HOSTAL,2019,23.0,1079.0,Ibiza
   (HSR) HOSTAL RESIDENCIA,2019,59.0,3477.0,Ibiza
   (PE) PENSIÓN,2019,0.0,0.0,Ibiza
   (RA) RESIDENCIA APARTAMENTO,2019,2.0,104.0,Ibiza
   (TI) TURISMO DE INTERIOR,2019,3.0,30.0,Ibiza
   (AG) AGROTURISMO,2018,29.0,494.0,Ibiza
   (AP) APARTAMENTOS TURÍSTICOS,2018,226.0,20927.0,Ibiza
   (CH) CASA DE HUÉSPEDES,2018,25.0,459.0,Ibiza
   (CT) CAMPING TURÍSTICO,2018,5.0,1598.0,Ibiza
   (CV) CIUDAD DE VACACIONES,2018,4.0,2631.0,Ibiza
   (F) FONDA,2018,3.0,89.0,Ibiza
   (H) HOTEL,2018,120.0,39775.0,Ibiza
   (HA) HOTEL APARTAMENTO,2018,27.0,6966.0,Ibiza
   (HO) HOSPEDERÍA,2018,0.0,0.0,Ibiza
   (HR) HOTEL RURAL,2018,7.0,183.0,Ibiza
   (HRE) HOTEL RESIDENCIA,2018,16.0,2111.0,Ibiza
   (HS) HOSTAL,2018,23.0,1079.0,Ibiza
   (HSR) HOSTAL RESIDENCIA,2018,58.0,3448.0,Ibiza
   (PE) PENSIÓN,2018,0.0,0.0,Ibiza
   (RA) RESIDENCIA APARTAMENTO,2018,4.0,345.0,Ibiza
   (TI) TURISMO DE INTERIOR,2018,3.0,30.0,Ibiza
   (AG) AGROTURISMO,2017,29.0,486.0,Ibiza
   (AP) APARTAMENTOS TURÍSTICOS,2017,228.0,21134.0,Ibiza
   (CH) CASA DE HUÉSPEDES,2017,25.0,459.0,Ibiza
   (CT) CAMPING TURÍSTICO,2017,5.0,1598.0,Ibiza
   (CV) CIUDAD DE VACACIONES,2017,5.0,2953.0,Ibiza
   (F) FONDA,2017,3.0,89.0,Ibiza
   (H) HOTEL,2017,110.0,37102.0,Ibiza
   (HA) HOTEL APARTAMENTO,2017,25.0,6842.0,Ibiza
   (HO) HOSPEDERÍA,2017,0.0,0.0,Ibiza
   (HR) HOTEL RURAL,2017,7.0,154.0,Ibiza
   (HRE) HOTEL RESIDENCIA,2017,18.0,2244.0,Ibiza
   (HS) HOSTAL,2017,23.0,1067.0,Ibiza
   (HSR) HOSTAL RESIDENCIA,2017,61.0,3615.0,Ibiza
   (PE) PENSIÓN,2017,0.0,0.0,Ibiza
   (RA) RESIDENCIA APARTAMENTO,2017,4.0,340.0,Ibiza
   (TI) TURISMO DE INTERIOR,2017,3.0,30.0,Ibiza
   (AG) AGROTURISMO,2016,29.0,466.0,Ibiza
   (AP) APARTAMENTOS TURÍSTICOS,2016,229.0,21154.0,Ibiza
   (CH) CASA DE HUÉSPEDES,2016,25.0,459.0,Ibiza
   (CT) CAMPING TURÍSTICO,2016,5.0,1598.0,Ibiza
   (CV) CIUDAD DE VACACIONES,2016,5.0,2953.0,Ibiza
   (F) FONDA,2016,3.0,89.0,Ibiza
   (H) HOTEL,2016,109.0,36222.0,Ibiza
   (HA) HOTEL APARTAMENTO,2016,25.0,6842.0,Ibiza
   (HO) HOSPEDERÍA,2016,0.0,0.0,Ibiza
   (HR) HOTEL RURAL,2016,7.0,154.0,Ibiza
   (HRE) HOTEL RESIDENCIA,2016,19.0,2358.0,Ibiza
   (HS) HOSTAL,2016,23.0,1067.0,Ibiza
   (HSR) HOSTAL RESIDENCIA,2016,60.0,3559.0,Ibiza
   (PE) PENSIÓN,2016,0.0,0.0,Ibiza
   (RA) RESIDENCIA APARTAMENTO,2016,4.0,340.0,Ibiza
   (TI) TURISMO DE INTERIOR,2016,3.0,30.0,Ibiza
   (AG) AGROTURISMO,2015,29.0,466.0,Ibiza
   (AP) APARTAMENTOS TURÍSTICOS,2015,229.0,21018.0,Ibiza
   (CH) CASA DE HUÉSPEDES,2015,25.0,459.0,Ibiza
   (CT) CAMPING TURÍSTICO,2015,5.0,1598.0,Ibiza
   (CV) CIUDAD DE VACACIONES,2015,5.0,2953.0,Ibiza
   (F) FONDA,2015,3.0,89.0,Ibiza
   (H) HOTEL,2015,108.0,36931.0,Ibiza
   (HA) HOTEL APARTAMENTO,2015,25.0,6842.0,Ibiza
   (HO) HOSPEDERÍA,2015,0.0,0.0,Ibiza
   (HR) HOTEL RURAL,2015,7.0,154.0,Ibiza
   (HRE) HOTEL RESIDENCIA,2015,20.0,2550.0,Ibiza
   (HS) HOSTAL,2015,23.0,1067.0,Ibiza
   (HSR) HOSTAL RESIDENCIA,2015,60.0,3386.0,Ibiza
   (PE) PENSIÓN,2015,0.0,0.0,Ibiza
   (RA) RESIDENCIA APARTAMENTO,2015,4.0,340.0,Ibiza
   (TI) TURISMO DE INTERIOR,2015,3.0,30.0,Ibiza
   (AG) AGROTURISMO,2014,26.0,437.0,Ibiza
   (AP) APARTAMENTOS TURÍSTICOS,2014,231.0,21083.0,Ibiza
   (CH) CASA DE HUÉSPEDES,2014,25.0,447.0,Ibiza
   (CT) CAMPING TURÍSTICO,2014,5.0,1598.0,Ibiza
   (CV) CIUDAD DE VACACIONES,2014,5.0,2953.0,Ibiza
   (F) FONDA,2014,3.0,89.0,Ibiza
   (H) HOTEL,2014,107.0,37227.0,Ibiza
   (HA) HOTEL APARTAMENTO,2014,25.0,6842.0,Ibiza
   (HO) HOSPEDERÍA,2014,0.0,0.0,Ibiza
   (HR) HOTEL RURAL,2014,7.0,154.0,Ibiza
   (HRE) HOTEL RESIDENCIA,2014,21.0,2414.0,Ibiza
   (HS) HOSTAL,2014,23.0,1067.0,Ibiza
   (HSR) HOSTAL RESIDENCIA,2014,61.0,3435.0,Ibiza
   (PE) PENSIÓN,2014,0.0,0.0,Ibiza
   (RA) RESIDENCIA APARTAMENTO,2014,4.0,326.0,Ibiza
   (TI) TURISMO DE INTERIOR,2014,3.0,30.0,Ibiza
   (AG) AGROTURISMO,2013,24.0,404.0,Ibiza
   (AP) APARTAMENTOS TURÍSTICOS,2013,231.0,21252.0,Ibiza
   (CH) CASA DE HUÉSPEDES,2013,25.0,459.0,Ibiza
   (CT) CAMPING TURÍSTICO,2013,5.0,1598.0,Ibiza
   (CV) CIUDAD DE VACACIONES,2013,7.0,4093.0,Ibiza
   (F) FONDA,2013,3.0,89.0,Ibiza
   (H) HOTEL,2013,105.0,36339.0,Ibiza
   (HA) HOTEL APARTAMENTO,2013,24.0,6743.0,Ibiza
   (HO) HOSPEDERÍA,2013,0.0,0.0,Ibiza
   (HR) HOTEL RURAL,2013,7.0,154.0,Ibiza
   (HRE) HOTEL RESIDENCIA,2013,22.0,2683.0,Ibiza
   (HS) HOSTAL,2013,23.0,1067.0,Ibiza
   (HSR) HOSTAL RESIDENCIA,2013,62.0,3630.0,Ibiza
   (PE) PENSIÓN,2013,0.0,0.0,Ibiza
   (RA) RESIDENCIA APARTAMENTO,2013,4.0,326.0,Ibiza
   (TI) TURISMO DE INTERIOR,2013,3.0,30.0,Ibiza
   (AG) AGROTURISMO,2012,22.0,360.0,Ibiza
   (AP) APARTAMENTOS TURÍSTICOS,2012,237.0,21917.0,Ibiza
   (CH) CASA DE HUÉSPEDES,2012,26.0,469.0,Ibiza
   (CT) CAMPING TURÍSTICO,2012,5.0,1598.0,Ibiza
   (CV) CIUDAD DE VACACIONES,2012,7.0,4093.0,Ibiza
   (F) FONDA,2012,3.0,89.0,Ibiza
   (H) HOTEL,2012,106.0,36362.0,Ibiza
   (HA) HOTEL APARTAMENTO,2012,23.0,6647.0,Ibiza
   (HO) HOSPEDERÍA,2012,0.0,0.0,Ibiza
   (HR) HOTEL RURAL,2012,7.0,154.0,Ibiza
   (HRE) HOTEL RESIDENCIA,2012,23.0,2823.0,Ibiza
   (HS) HOSTAL,2012,23.0,1067.0,Ibiza
